Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT_OPTION_VALUE,'2320635887664,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2320635887664,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2320636313648,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2320636313648,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2320636641328,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2320636641328,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2320636674096,name,vi,,,6*9*2.8 150PCS,6*9*2.8 150 CÁI
PRODUCT_OPTION_VALUE,'2320636674096,name,zh-CN,,,6*9*2.8 150PCS,6*9*2.8 150件
PRODUCT_OPTION_VALUE,'2320637100080,name,vi,,,36.5OZ 300PC,"36,5OZ 300 cái"
PRODUCT_OPTION_VALUE,'2320637100080,name,zh-CN,,,36.5OZ 300PC,36.5盎司 300件
PRODUCT_OPTION_VALUE,'2320637132848,name,vi,,,48oz - 270/270/985ml,
PRODUCT_OPTION_VALUE,'2320637132848,name,zh-CN,,,48oz - 270/270/985ml,48盎司 - 270/270/985毫升
PRODUCT_OPTION_VALUE,'2320637165616,name,vi,,,48oz - 1420ml,
PRODUCT_OPTION_VALUE,'2320637165616,name,zh-CN,,,48oz - 1420ml,48盎司-1420毫升
PRODUCT_OPTION_VALUE,'2320637231152,name,vi,,,#2 1000 PCS,#2 1000 CHIẾC
PRODUCT_OPTION_VALUE,'2320637231152,name,zh-CN,,,#2 1000 PCS,#2 1000 件
PRODUCT_OPTION_VALUE,'2320637263920,name,vi,,,#4 1000 PCS,#4 1000 CHIẾC
PRODUCT_OPTION_VALUE,'2320637263920,name,zh-CN,,,#4 1000 PCS,#4 1000 件
PRODUCT_OPTION_VALUE,'2320637296688,name,vi,,,#6 1000 PCS,#6 1000 CHIẾC
PRODUCT_OPTION_VALUE,'2320637296688,name,zh-CN,,,#6 1000 PCS,#6 1000 件
PRODUCT_OPTION_VALUE,'2320637329456,name,vi,,,#8 1000 PCS,#8 1000 CHIẾC
PRODUCT_OPTION_VALUE,'2320637329456,name,zh-CN,,,#8 1000 PCS,#8 1000 件
PRODUCT_OPTION_VALUE,'2320637362224,name,vi,,,#12 1000 PCS,#12 1000 CHIẾC
PRODUCT_OPTION_VALUE,'2320637362224,name,zh-CN,,,#12 1000 PCS,#12 1000 件
PRODUCT_OPTION_VALUE,'2320637394992,name,vi,,,#14 500 PCS,#14 500 CHIẾC
PRODUCT_OPTION_VALUE,'2320637394992,name,zh-CN,,,#14 500 PCS,#14 500 件
PRODUCT_OPTION_VALUE,'2320637427760,name,vi,,,#20 500 PCS,#20 500 CHIẾC
PRODUCT_OPTION_VALUE,'2320637427760,name,zh-CN,,,#20 500 PCS,#20 500 件
PRODUCT_OPTION_VALUE,'2320637460528,name,vi,,,#420 500 PCS,#420 500 chiếc
PRODUCT_OPTION_VALUE,'2320637460528,name,zh-CN,,,#420 500 PCS,#420 500 件
PRODUCT_OPTION_VALUE,'2320637493296,name,vi,,,#520 250 PCS,#520 250 CÁI
PRODUCT_OPTION_VALUE,'2320637493296,name,zh-CN,,,#520 250 PCS,#520 250 件
PRODUCT_OPTION_VALUE,'2320637526064,name,vi,,,#525 250 PCS,#525 250 CÁI
PRODUCT_OPTION_VALUE,'2320637526064,name,zh-CN,,,#525 250 PCS,#525 250 件
PRODUCT_OPTION_VALUE,'2320637558832,name,vi,,,#535 250 PCS,#535 250 CÁI
PRODUCT_OPTION_VALUE,'2320637558832,name,zh-CN,,,#535 250 PCS,#535 250 件
PRODUCT_OPTION_VALUE,'2320637591600,name,vi,,,#536 250 PCS,#536 250 chiếc
PRODUCT_OPTION_VALUE,'2320637591600,name,zh-CN,,,#536 250 PCS,#536 250 件
PRODUCT_OPTION_VALUE,'2320637624368,name,vi,,,#606 250 PCS,#606 250 CÁI
PRODUCT_OPTION_VALUE,'2320637624368,name,zh-CN,,,#606 250 PCS,#606 250 件
PRODUCT_OPTION_VALUE,'2320637657136,name,vi,,,KRAFT,
PRODUCT_OPTION_VALUE,'2320637657136,name,zh-CN,,,KRAFT,卡夫
PRODUCT_OPTION_VALUE,'2320637689904,name,vi,,,10*10 Singlefold,10*10 Gấp đơn
PRODUCT_OPTION_VALUE,'2320637689904,name,zh-CN,,,10*10 Singlefold,10*10 单折
PRODUCT_OPTION_VALUE,'2320637722672,name,vi,,,9*9 Multifold,9*9 Gấp nhiều lần
PRODUCT_OPTION_VALUE,'2320637722672,name,zh-CN,,,9*9 Multifold,9*9 多折
PRODUCT_OPTION_VALUE,'2320637853744,name,vi,,,16OZ,
PRODUCT_OPTION_VALUE,'2320637853744,name,zh-CN,,,16OZ,16盎司
PRODUCT_OPTION_VALUE,'2320637886512,name,vi,,,24OZ,
PRODUCT_OPTION_VALUE,'2320637886512,name,zh-CN,,,24OZ,24盎司
PRODUCT_OPTION_VALUE,'2320637919280,name,vi,,,32OZ,
PRODUCT_OPTION_VALUE,'2320637919280,name,zh-CN,,,32OZ,32盎司
PRODUCT_OPTION_VALUE,'2321362812976,name,vi,,,"20""",
PRODUCT_OPTION_VALUE,'2321362812976,name,zh-CN,,,"20""",20英寸
PRODUCT_OPTION_VALUE,'2321363861552,name,vi,,,普通,
PRODUCT_OPTION_VALUE,'2321363861552,name,zh-CN,,,普通,
PRODUCT_OPTION_VALUE,'2321363894320,name,vi,,,升底,
PRODUCT_OPTION_VALUE,'2321363894320,name,zh-CN,,,升底,
PRODUCT_OPTION_VALUE,'2321407574064,name,vi,,,regular,thường xuyên
PRODUCT_OPTION_VALUE,'2321407574064,name,zh-CN,,,regular,常规的
PRODUCT_OPTION_VALUE,'2321407606832,name,vi,,,higher bottom,đáy cao hơn
PRODUCT_OPTION_VALUE,'2321407606832,name,zh-CN,,,higher bottom,更高的底部
PRODUCT_OPTION_VALUE,'2321410228272,name,vi,,,regular,thường xuyên
PRODUCT_OPTION_VALUE,'2321410228272,name,zh-CN,,,regular,常规的
PRODUCT_OPTION_VALUE,'2321410261040,name,vi,,,higher bottom,đáy cao hơn
PRODUCT_OPTION_VALUE,'2321410261040,name,zh-CN,,,higher bottom,更高的底部
PRODUCT_OPTION_VALUE,'2323004194864,name,vi,,,"12""",
PRODUCT_OPTION_VALUE,'2323004194864,name,zh-CN,,,"12""",12英寸
PRODUCT_OPTION_VALUE,'2323004227632,name,vi,,,"14""",
PRODUCT_OPTION_VALUE,'2323004227632,name,zh-CN,,,"14""",14英寸
PRODUCT_OPTION_VALUE,'2323005079600,name,vi,,,"10.25""","10,25"""
PRODUCT_OPTION_VALUE,'2323005079600,name,zh-CN,,,"10.25""",10.25英寸
PRODUCT_OPTION_VALUE,'2323836796976,name,vi,,,"10.25""","10,25"""
PRODUCT_OPTION_VALUE,'2323836796976,name,zh-CN,,,"10.25""",10.25英寸
PRODUCT_OPTION_VALUE,'2323847282736,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2323847282736,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2323862487088,name,vi,,,"2.85""","2,85"""
PRODUCT_OPTION_VALUE,'2323862487088,name,zh-CN,,,"2.85""",2.85英寸
PRODUCT_OPTION_VALUE,'2323862519856,name,vi,,,"3""",
PRODUCT_OPTION_VALUE,'2323862519856,name,zh-CN,,,"3""",3英寸
PRODUCT_OPTION_VALUE,'2323862552624,name,vi,,,"3.75""","3,75"""
PRODUCT_OPTION_VALUE,'2323862552624,name,zh-CN,,,"3.75""",3.75英寸
PRODUCT_OPTION_VALUE,'2323964624944,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2323964624944,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2323975176240,name,vi,,,White,Trắng
PRODUCT_OPTION_VALUE,'2323975176240,name,zh-CN,,,White,白色的
PRODUCT_OPTION_VALUE,'2323975209008,name,vi,,,Yellow,Màu vàng
PRODUCT_OPTION_VALUE,'2323975209008,name,zh-CN,,,Yellow,黄色的
PRODUCT_OPTION_VALUE,'2323975241776,name,vi,,,Red,Màu đỏ
PRODUCT_OPTION_VALUE,'2323975241776,name,zh-CN,,,Red,红色的
PRODUCT_OPTION_VALUE,'2324000735280,name,vi,,,"16""",
PRODUCT_OPTION_VALUE,'2324000735280,name,zh-CN,,,"16""",16英寸
PRODUCT_OPTION_VALUE,'2324000768048,name,vi,,,"20""",
PRODUCT_OPTION_VALUE,'2324000768048,name,zh-CN,,,"20""",20英寸
PRODUCT_OPTION_VALUE,'2324000800816,name,vi,,,"22""",
PRODUCT_OPTION_VALUE,'2324000800816,name,zh-CN,,,"22""",22英寸
PRODUCT_OPTION_VALUE,'2324001030192,name,vi,,,Smooth,Trơn tru
PRODUCT_OPTION_VALUE,'2324001030192,name,zh-CN,,,Smooth,光滑的
PRODUCT_OPTION_VALUE,'2324001062960,name,vi,,,Wave,Sóng
PRODUCT_OPTION_VALUE,'2324001062960,name,zh-CN,,,Wave,海浪
PRODUCT_OPTION_VALUE,'2324024033328,name,vi,,,Bar,Thanh
PRODUCT_OPTION_VALUE,'2324024033328,name,zh-CN,,,Bar,酒吧
PRODUCT_OPTION_VALUE,'2324024066096,name,vi,,,Pull,Sự lôi kéo
PRODUCT_OPTION_VALUE,'2324024066096,name,zh-CN,,,Pull,拉
PRODUCT_OPTION_VALUE,'2324067057712,name,vi,,,14.5CM,"14,5cm"
PRODUCT_OPTION_VALUE,'2324067057712,name,zh-CN,,,14.5CM,14.5厘米
PRODUCT_OPTION_VALUE,'2324067090480,name,vi,,,16.5CM,"16,5cm"
PRODUCT_OPTION_VALUE,'2324067090480,name,zh-CN,,,16.5CM,16.5厘米
PRODUCT_OPTION_VALUE,'2324067123248,name,vi,,,18CM,
PRODUCT_OPTION_VALUE,'2324067123248,name,zh-CN,,,18CM,18厘米
PRODUCT_OPTION_VALUE,'2324070957104,name,vi,,,"6""",
PRODUCT_OPTION_VALUE,'2324070957104,name,zh-CN,,,"6""",6英寸
PRODUCT_OPTION_VALUE,'2324072824880,name,vi,,,"18""",
PRODUCT_OPTION_VALUE,'2324072824880,name,zh-CN,,,"18""",18英寸
PRODUCT_OPTION_VALUE,'2324073316400,name,vi,,,75g,
PRODUCT_OPTION_VALUE,'2324073316400,name,zh-CN,,,75g,75克
PRODUCT_OPTION_VALUE,'2324073349168,name,vi,,,100g,
PRODUCT_OPTION_VALUE,'2324073349168,name,zh-CN,,,100g,100克
PRODUCT_OPTION_VALUE,'2324075348016,name,vi,,,18,
PRODUCT_OPTION_VALUE,'2324075348016,name,zh-CN,,,18,
PRODUCT_OPTION_VALUE,'2324075380784,name,vi,,,22,
PRODUCT_OPTION_VALUE,'2324075380784,name,zh-CN,,,22,
PRODUCT_OPTION_VALUE,'2324898971696,name,vi,,,76CM * 33CM,
PRODUCT_OPTION_VALUE,'2324898971696,name,zh-CN,,,76CM * 33CM,76厘米*33厘米
PRODUCT_OPTION_VALUE,'2324935278640,name,vi,,,small,bé nhỏ
PRODUCT_OPTION_VALUE,'2324935278640,name,zh-CN,,,small,小的
PRODUCT_OPTION_VALUE,'2324935311408,name,vi,,,medium,trung bình
PRODUCT_OPTION_VALUE,'2324935311408,name,zh-CN,,,medium,中等的
PRODUCT_OPTION_VALUE,'2324949925936,name,vi,,,God of Wealth,Thần Tài
PRODUCT_OPTION_VALUE,'2324949925936,name,zh-CN,,,God of Wealth,财神
PRODUCT_OPTION_VALUE,'2324949958704,name,vi,,,Kitchen God,Ông Táo
PRODUCT_OPTION_VALUE,'2324949958704,name,zh-CN,,,Kitchen God,灶神
PRODUCT_OPTION_VALUE,'2324949991472,name,vi,,,Land God,Thần Đất
PRODUCT_OPTION_VALUE,'2324949991472,name,zh-CN,,,Land God,土地神
PRODUCT_OPTION_VALUE,'2324950024240,name,vi,,,Door Guardian,Người bảo vệ cửa
PRODUCT_OPTION_VALUE,'2324950024240,name,zh-CN,,,Door Guardian,门卫
PRODUCT_OPTION_VALUE,'2324950057008,name,vi,,,Great Deities,Các vị thần vĩ đại
PRODUCT_OPTION_VALUE,'2324950057008,name,zh-CN,,,Great Deities,大神们
PRODUCT_OPTION_VALUE,'2324950089776,name,vi,,,Local Deity,Vị thần địa phương
PRODUCT_OPTION_VALUE,'2324950089776,name,zh-CN,,,Local Deity,地方神祇
PRODUCT_OPTION_VALUE,'2324950122544,name,vi,,,Heavenly Palace,Thiên Cung
PRODUCT_OPTION_VALUE,'2324950122544,name,zh-CN,,,Heavenly Palace,天宫
PRODUCT_OPTION_VALUE,'2324950155312,name,vi,,,Guanyin (Goddess of Mercy),Quán Thế Âm (Nữ thần của lòng thương xót)
PRODUCT_OPTION_VALUE,'2324950155312,name,zh-CN,,,Guanyin (Goddess of Mercy),观世音菩萨
PRODUCT_OPTION_VALUE,'2324950188080,name,vi,,,Lord Guan (Guan Yu),Quan Quân (Quan Vũ)
PRODUCT_OPTION_VALUE,'2324950188080,name,zh-CN,,,Lord Guan (Guan Yu),关公（关羽）
PRODUCT_OPTION_VALUE,'2324950220848,name,vi,,,Ancestors,Tổ tiên
PRODUCT_OPTION_VALUE,'2324950220848,name,zh-CN,,,Ancestors,祖先
PRODUCT_OPTION_VALUE,'2324950253616,name,vi,,,Tai Sui (Grand Duke Jupiter),Thái Tuế (Đại công tước Mộc Tinh)
PRODUCT_OPTION_VALUE,'2324950253616,name,zh-CN,,,Tai Sui (Grand Duke Jupiter),太岁（木星大公）
PRODUCT_OPTION_VALUE,'2324950286384,name,vi,,,Day-Specific Offering,Ưu đãi theo ngày
PRODUCT_OPTION_VALUE,'2324950286384,name,zh-CN,,,Day-Specific Offering,每日特定奉献
PRODUCT_OPTION_VALUE,'2324950319152,name,vi,,,New House Blessing,Lễ cầu an nhà mới
PRODUCT_OPTION_VALUE,'2324950319152,name,zh-CN,,,New House Blessing,新居祝福
PRODUCT_OPTION_VALUE,'2324975124528,name,vi,,,祺红仿金招财桶杯 Lucky Red Imitation Gold Prosperity Bucket Cup,祺红仿金招财桶杯 Cúp vàng thịnh vượng giả màu đỏ may mắn
PRODUCT_OPTION_VALUE,'2324975124528,name,zh-CN,,,祺红仿金招财桶杯 Lucky Red Imitation Gold Prosperity Bucket Cup,祺红仿金招财桶杯 招财红仿金招财桶杯
PRODUCT_OPTION_VALUE,'2324975157296,name,vi,,,朱红仿金招财蛋杯 Bright Red Imitation Gold Prosperity Egg Cup,朱红仿金招财蛋杯 Cốc trứng thịnh vượng giả vàng đỏ tươi
PRODUCT_OPTION_VALUE,'2324975157296,name,zh-CN,,,朱红仿金招财蛋杯 Bright Red Imitation Gold Prosperity Egg Cup,朱红仿金招财蛋杯大红色仿金招财蛋杯
PRODUCT_OPTION_VALUE,'2324975190064,name,vi,,,朱红招财桶杯 Bright Red Prosperity Bucket Cup,朱红招财桶杯 Cốc Xô Thịnh Vượng Màu Đỏ Tươi
PRODUCT_OPTION_VALUE,'2324975190064,name,zh-CN,,,朱红招财桶杯 Bright Red Prosperity Bucket Cup,朱红招财桶杯 大红招财桶杯
PRODUCT_OPTION_VALUE,'2324975222832,name,vi,,,祺红招财大反口杯 Lucky Red Prosperity Flared Rim Cup,祺红招财大反口杯 Cốc vành vành thịnh vượng màu đỏ may mắn
PRODUCT_OPTION_VALUE,'2324975222832,name,zh-CN,,,祺红招财大反口杯 Lucky Red Prosperity Flared Rim Cup,祈红招财大反口杯 吉祥红招财喇叭口杯
PRODUCT_OPTION_VALUE,'2324975255600,name,vi,,,镀金招财桶杯 Gilded Prosperity Bucket Cup,镀金招财桶杯 Cúp thịnh vượng mạ vàng
PRODUCT_OPTION_VALUE,'2324975255600,name,zh-CN,,,镀金招财桶杯 Gilded Prosperity Bucket Cup,镀金招财桶杯 镀金招财桶杯
PRODUCT_OPTION_VALUE,'2325298380848,name,vi,,,light,ánh sáng
PRODUCT_OPTION_VALUE,'2325298380848,name,zh-CN,,,light,光
PRODUCT_OPTION_VALUE,'2325298413616,name,vi,,,dark,tối tăm
PRODUCT_OPTION_VALUE,'2325298413616,name,zh-CN,,,dark,黑暗的
PRODUCT_OPTION_VALUE,'2325304246320,name,vi,,,light,ánh sáng
PRODUCT_OPTION_VALUE,'2325304246320,name,zh-CN,,,light,光
PRODUCT_OPTION_VALUE,'2325304279088,name,vi,,,dark,tối tăm
PRODUCT_OPTION_VALUE,'2325304279088,name,zh-CN,,,dark,黑暗的
PRODUCT_OPTION_VALUE,'2325372928048,name,vi,,,High-end Liquor Box,Hộp đựng rượu cao cấp
PRODUCT_OPTION_VALUE,'2325372928048,name,zh-CN,,,High-end Liquor Box,高端酒盒
PRODUCT_OPTION_VALUE,'2325372960816,name,vi,,,Assorted Box,Hộp hỗn hợp
PRODUCT_OPTION_VALUE,'2325372960816,name,zh-CN,,,Assorted Box,什锦盒
PRODUCT_OPTION_VALUE,'2325440299056,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2325440299056,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2325440364592,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2325440364592,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2325462515760,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2325462515760,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2326587801648,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2326587801648,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2326591438896,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2326591438896,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2326592749616,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2326592749616,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2326593437744,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2326593437744,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2326593601584,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2326593601584,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2326593962032,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2326593962032,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2326594158640,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2326594158640,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2326594453552,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2326594453552,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2326595502128,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2326595502128,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2326600908848,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2326600908848,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2326601695280,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2326601695280,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2326644424752,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2326644424752,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2329785630768,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2329785630768,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2329786155056,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2329786155056,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2329803489328,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2329803489328,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2329808076848,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2329808076848,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2329827246128,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2329827246128,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2329828261936,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2329828261936,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2329845202992,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2329845202992,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2329847562288,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2329847562288,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2329856901168,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2329856901168,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2329873514544,name,vi,,,1 OZ,
PRODUCT_OPTION_VALUE,'2329873514544,name,zh-CN,,,1 OZ,1盎司
PRODUCT_OPTION_VALUE,'2329873547312,name,vi,,,0.75 OZ,"0,75 OZ"
PRODUCT_OPTION_VALUE,'2329873547312,name,zh-CN,,,0.75 OZ,0.75盎司
PRODUCT_OPTION_VALUE,'2329873580080,name,vi,,,1.5 OZ,"1,5 OZ"
PRODUCT_OPTION_VALUE,'2329873580080,name,zh-CN,,,1.5 OZ,1.5盎司
PRODUCT_OPTION_VALUE,'2330243792944,name,vi,,,Golden Guan Yin(God of Mercy),Quan Âm Vàng (Thần của lòng thương xót)
PRODUCT_OPTION_VALUE,'2330243792944,name,zh-CN,,,Golden Guan Yin(God of Mercy),金观世音菩萨
PRODUCT_OPTION_VALUE,'2330243825712,name,vi,,,Golden Flourishing Wealth,Sự giàu có thịnh vượng vàng
PRODUCT_OPTION_VALUE,'2330243825712,name,zh-CN,,,Golden Flourishing Wealth,金色盛世财富
PRODUCT_OPTION_VALUE,'2330243858480,name,vi,,,Golden Longevity,Tuổi thọ vàng
PRODUCT_OPTION_VALUE,'2330243858480,name,zh-CN,,,Golden Longevity,黄金长寿
PRODUCT_OPTION_VALUE,'2330243891248,name,vi,,,Golden Luck,May mắn vàng
PRODUCT_OPTION_VALUE,'2330243891248,name,zh-CN,,,Golden Luck,金运
PRODUCT_OPTION_VALUE,'2330243924016,name,vi,,,Golden Attract Wealth,Vàng thu hút sự giàu có
PRODUCT_OPTION_VALUE,'2330243924016,name,zh-CN,,,Golden Attract Wealth,金色招财
PRODUCT_OPTION_VALUE,'2330243956784,name,vi,,,Golden Peaceful,
PRODUCT_OPTION_VALUE,'2330243956784,name,zh-CN,,,Golden Peaceful,金和平
PRODUCT_OPTION_VALUE,'2330244546608,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2330244546608,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2330244775984,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2330244775984,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2330275348528,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2330275348528,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2331617001520,name,vi,,,Black,Đen
PRODUCT_OPTION_VALUE,'2331617001520,name,zh-CN,,,Black,黑色的
PRODUCT_OPTION_VALUE,'2331617034288,name,vi,,,Red,Màu đỏ
PRODUCT_OPTION_VALUE,'2331617034288,name,zh-CN,,,Red,红色的
PRODUCT_OPTION_VALUE,'2331617067056,name,vi,,,Blue,Màu xanh da trời
PRODUCT_OPTION_VALUE,'2331617067056,name,zh-CN,,,Blue,蓝色的
PRODUCT_OPTION_VALUE,'2331653668912,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2331653668912,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2331654619184,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2331654619184,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2331656257584,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2331656257584,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2331656355888,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2331656355888,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2331657764912,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2331657764912,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2331659305008,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2331659305008,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2331660779568,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2331660779568,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2331664351280,name,vi,,,God of Money,Thần tiền bạc
PRODUCT_OPTION_VALUE,'2331664351280,name,zh-CN,,,God of Money,财神
PRODUCT_OPTION_VALUE,'2331667136560,name,vi,,,Guanyu,Quan Vũ
PRODUCT_OPTION_VALUE,'2331667136560,name,zh-CN,,,Guanyu,关羽
PRODUCT_OPTION_VALUE,'2331671527472,name,vi,,,Golden Business,Doanh nghiệp vàng
PRODUCT_OPTION_VALUE,'2331671527472,name,zh-CN,,,Golden Business,黄金商业
PRODUCT_OPTION_VALUE,'2331671560240,name,vi,,,Golden Winning,Giải thưởng vàng
PRODUCT_OPTION_VALUE,'2331671560240,name,zh-CN,,,Golden Winning,金赢
PRODUCT_OPTION_VALUE,'2331676770352,name,vi,,,Golden Business,Doanh nghiệp vàng
PRODUCT_OPTION_VALUE,'2331676770352,name,zh-CN,,,Golden Business,黄金商业
PRODUCT_OPTION_VALUE,'2331676803120,name,vi,,,Golden Wealthy,Vàng Giàu Có
PRODUCT_OPTION_VALUE,'2331676803120,name,zh-CN,,,Golden Wealthy,金富
PRODUCT_OPTION_VALUE,'2331691089968,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2331691089968,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2331693580336,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2331693580336,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2331725496368,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2331725496368,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2331749711920,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2331749711920,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2331757772848,name,vi,,,7.5cm,"7,5cm"
PRODUCT_OPTION_VALUE,'2331757772848,name,zh-CN,,,7.5cm,7.5厘米
PRODUCT_OPTION_VALUE,'2331757805616,name,vi,,,9.5cm,"9,5cm"
PRODUCT_OPTION_VALUE,'2331757805616,name,zh-CN,,,9.5cm,9.5厘米
PRODUCT_OPTION_VALUE,'2331757838384,name,vi,,,Century-Old Sandalwood,Gỗ đàn hương trăm tuổi
PRODUCT_OPTION_VALUE,'2331757838384,name,zh-CN,,,Century-Old Sandalwood,百年檀香
PRODUCT_OPTION_VALUE,'2331757871152,name,vi,,,Natural Sandalwood,Gỗ đàn hương tự nhiên
PRODUCT_OPTION_VALUE,'2331757871152,name,zh-CN,,,Natural Sandalwood,天然檀香
PRODUCT_OPTION_VALUE,'2331757903920,name,vi,,,Australian Sandalwood,Gỗ đàn hương Úc
PRODUCT_OPTION_VALUE,'2331757903920,name,zh-CN,,,Australian Sandalwood,澳大利亚檀香
PRODUCT_OPTION_VALUE,'2331858501680,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2331858501680,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2331873902640,name,vi,,,"12""",
PRODUCT_OPTION_VALUE,'2331873902640,name,zh-CN,,,"12""",12英寸
PRODUCT_OPTION_VALUE,'2331873935408,name,vi,,,"10""",
PRODUCT_OPTION_VALUE,'2331873935408,name,zh-CN,,,"10""",10英寸
PRODUCT_OPTION_VALUE,'2331892088880,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2331892088880,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2331896414256,name,vi,,,Default Title,
